r (mm),theta (deg),z (mm),Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V),RX Force (mN)
0.0,0.0,162.5,118000.0,9.404349150020229,8.800145323312222,10.390361380132308,9.261421501055842,26.195255787293924,-0.5665565596002751,118089.10359634996,522.4668921916051,1477.7595296565794,8.016717079950103,118089.10359634996,3.0052671341776565,3.0052671341776565,-0.652180811241523,8.89240608074605,59.841
10.0,0.0,162.5,118000.0,9.421952759374614,8.734229631837815,10.415079764435212,9.237485913096656,26.12755572106341,-0.5365739910090279,118089.10359634996,522.0530746469409,1476.5890768885554,7.674056957711034,118025.75107296137,3.018931568550106,3.018931568550106,-0.7096288836782496,6.077450531346447,60.08625
20.0,0.0,162.5,118000.0,9.432458072703348,8.734229631837815,10.415079764435212,9.201260402489758,26.02509450425508,-0.5243437094772403,118089.10359634996,521.0096967435328,1473.637958525195,0.16057642111217138,118089.10359634996,2.9940483463175123,2.9940483463175123,-0.7096288836782496,6.061036796364525,60.576750000000004
30.0,0.0,162.5,118000.0,9.44358958510109,8.676553401797708,10.456277071606717,9.163787099430422,25.91910399742822,-0.9137244623437831,118152.52416756176,518.7216285662103,1467.1663244291874,-2.556079773350768,118063.75442739078,3.042243175658181,3.042243175658181,-0.5947327388047965,6.159519206256057,62.04825
40.0,0.0,162.5,118000.0,9.428618483674963,8.791905861877922,10.349164072960805,9.12799480915818,25.81786811276542,-0.9005835929110633,118025.75107296137,516.2218768442506,1460.0959588536657,6.37395186541544,118133.49084465446,3.099957971288364,3.099957971288364,-0.6275602087686404,6.208760411201823,62.2935
50.0,0.0,162.5,118000.0,9.435313046090332,8.816624246180826,10.456277071606717,9.100402679071511,25.73982578359876,-0.5271088892497964,118025.75107296137,513.9079121986238,1453.551078484271,8.750660837510873,118089.10359634996,3.147968146110485,3.147968146110485,-0.7342494861511326,6.340070291057197,64.25550000000001
60.0,0.0,162.5,118000.0,9.438056786747955,8.709511247534913,10.365642995829408,9.036270860732394,25.558433609049107,-0.5612768205783558,118025.75107296137,511.13014809646205,1445.6943751515705,-0.36092640804459736,118025.75107296137,3.2535330826467153,3.2535330826467153,-0.676801413714406,6.5452419783312195,65.2365
70.0,0.0,162.5,118000.0,9.441554438126815,8.78366640044362,10.431558687303815,8.957044396857274,25.334347329626993,-0.539096904275831,118089.10359634996,506.6750925721892,1433.0935752644668,-0.8465354850545136,118089.10359634996,3.3453392058343496,3.3453392058343496,-0.7670769561149762,6.717586195641401,67.44375000000001
80.0,0.0,162.5,118000.0,9.453600530743765,8.93197670626104,10.357403534395107,8.84742549412183,25.02429825174515,-0.9016529071433506,118025.75107296137,500.3766768126893,1415.2789652873685,5.799651831065917,118063.75442739078,3.4944949190488197,3.4944949190488197,-0.7342494861511326,7.045860895279837,69.651
90.0,0.0,162.5,118000.0,9.450074041249886,8.816624246180826,10.39860084156661,8.708709826759613,24.631951095550583,-0.5453206472684416,118089.10359634996,492.3325020645402,1392.5266032335053,-0.1614239251819017,118025.75107296137,3.706749132967542,3.706749132967542,-0.6439739437505622,7.50544547477365,74.0655
100.0,0.0,162.5,118000.0,9.467216240763944,8.923737244826738,10.373882457263708,8.539734709597193,24.15401729076123,-0.8927892946397805,118025.75107296137,482.64267946094134,1365.1196461475074,-2.5967732714242264,118063.75442739078,3.8787445584093567,3.8787445584093567,-0.6850082812053669,7.833720174412088,77.49900000000001
110.0,0.0,162.5,118000.0,9.464872113985889,8.841342630483727,10.382121918698008,8.285641448513774,23.435333018897673,-0.8754797705046276,118025.75107296137,469.0830836204611,1326.7673174716974,4.7581069649908985,118063.75442739078,4.2094197667889,4.2094197667889,-0.6932151486963278,8.506683308670885,81.42300000000002
120.0,0.0,162.5,118000.0,9.480168674138667,8.816624246180826,10.324445688657901,8.22572210408673,23.265855519823212,-0.544944716483653,118025.75107296137,464.5207564162622,1313.863107455374,7.471006836554765,118025.75107296137,4.255168949617262,4.255168949617262,-0.660387678732484,8.884199213255089,82.15875
130.0,0.0,162.5,118000.0,9.483027767256372,8.907258321958135,10.332685150092203,8.347317576564073,23.60977945242446,-0.5954113358371564,118025.75107296137,471.4631832110735,1333.499255713383,-1.7346971660834316,118025.75107296137,4.209034044016825,4.209034044016825,-0.660387678732484,9.77874776976983,79.70625
140.0,0.0,162.5,118000.0,9.444392932590933,8.874300476220933,10.365642995829408,8.88434196419586,25.128713797052416,-0.5240179027970903,118025.75107296137,500.91716014416045,1416.8076830025748,7.072836609251384,118089.10359634996,3.5363909775901754,3.5363909775901754,-0.660387678732484,7.177170775135213,64.74600000000001
150.0,0.0,162.5,118000.0,9.409231030920054,8.717750708969213,10.431558687303815,9.50297451242406,26.878470876711916,-0.5364737427997511,118089.10359634996,536.6632892728775,1517.913004234918,7.079931885838552,118089.10359634996,2.4651978051999897,2.4651978051999897,-0.5947327388047965,4.944902817593838,40.95675
